subject,region_name,regio_type,region_code,lon,lat
Amsterdam,Amsterdam,Gemeente,GM0363,4.87956802018358,52.38099994141871
Burgwallen-Oude Zijde,Amsterdam,Wijk,WK036300,4.8969427210672904,52.3725658613947
Kop Zeedijk,Amsterdam,Buurt,BU03630000,4.90027987394242,52.3759366048192
Oude Kerk e.o.,Amsterdam,Buurt,BU03630001,4.89615555420633,52.3737930709435
Burgwallen Oost,Amsterdam,Buurt,BU03630002,4.8987574379735,52.372815323859996
Nes e.o.,Amsterdam,Buurt,BU03630003,4.8937278185493,52.370860721591605
BG-terrein e.o.,Amsterdam,Buurt,BU03630004,4.89558364151976,52.3695459824432
Burgwallen-Nieuwe Zijde,Amsterdam,Wijk,WK036301,4.89551769883911,52.3757030174856
Stationsplein e.o.,Amsterdam,Buurt,BU03630100,4.9007236255048605,52.3796576630073
Hemelrijk,Amsterdam,Buurt,BU03630101,4.89492125593428,52.378147704919904
Nieuwendijk Noord,Amsterdam,Buurt,BU03630102,4.896945251329231,52.3769903597952
Spuistraat Noord,Amsterdam,Buurt,BU03630103,4.89119026138058,52.37513638421329
Nieuwe Kerk e.o.,Amsterdam,Buurt,BU03630104,4.89321209861715,52.3745022431676
Spuistraat Zuid,Amsterdam,Buurt,BU03630105,4.8892176988942495,52.3709961450619
Begijnhofbuurt,Amsterdam,Buurt,BU03630106,4.89128412546362,52.370703622803106
Kalverdriehoek,Amsterdam,Buurt,BU03630107,4.89131505226198,52.3679169428571
Grachtengordel-West,Amsterdam,Wijk,WK036302,4.8868360993224,52.3737092298168
Langestraat e.o.,Amsterdam,Buurt,BU03630200,4.88998548498602,52.378367755095994
Leliegracht e.o.,Amsterdam,Buurt,BU03630201,4.88707587732116,52.3755207604852
Felix Meritisbuurt,Amsterdam,Buurt,BU03630202,4.88549345647475,52.3713292075095
Leidsegracht Noord,Amsterdam,Buurt,BU03630203,4.884551666622531,52.3678510079562
Grachtengordel-Zuid,Amsterdam,Wijk,WK036303,4.89334883025967,52.3648205855338
Spiegelbuurt,Amsterdam,Buurt,BU03630300,4.887693788245911,52.364894641873995
Gouden Bocht,Amsterdam,Buurt,BU03630301,4.89112586151354,52.36534557893601
Van Loonbuurt,Amsterdam,Buurt,BU03630302,4.8930694875437,52.3635797876893
Amstelveldbuurt,Amsterdam,Buurt,BU03630303,4.89900864914828,52.363676562500494
Rembrandtpleinbuurt,Amsterdam,Buurt,BU03630304,4.8979807689582096,52.366218823963095
Reguliersbuurt,Amsterdam,Buurt,BU03630305,4.89319970071188,52.3666114827549
Leidsegracht Zuid,Amsterdam,Buurt,BU03630306,4.88628319226087,52.3667477287224
Nieuwmarkt/Lastage,Amsterdam,Wijk,WK036304,4.90564146415901,52.3724358397468
Oosterdokseiland,Amsterdam,Buurt,BU03630400,4.9079184967871505,52.3772350494131
Scheepvaarthuisbuurt,Amsterdam,Buurt,BU03630401,4.9059606330012,52.374083744608406
Rapenburg,Amsterdam,Buurt,BU03630402,4.910696023154871,52.3724745200451
Lastage,Amsterdam,Buurt,BU03630403,4.90323037044317,52.373849005406
Nieuwmarkt,Amsterdam,Buurt,BU03630404,4.9019090855002405,52.371624262616606
Uilenburg,Amsterdam,Buurt,BU03630405,4.90512419710638,52.3701988333001
Valkenburg,Amsterdam,Buurt,BU03630406,4.9077032805946,52.3689789883294
Zuiderkerkbuurt,Amsterdam,Buurt,BU03630407,4.89860931265288,52.36936109828779
Waterloopleinbuurt,Amsterdam,Buurt,BU03630408,4.90238407589378,52.367583113021404
Haarlemmerbuurt,Amsterdam,Wijk,WK036305,4.89058182526372,52.3841706853315
Westerdokseiland,Amsterdam,Buurt,BU03630500,4.89402684036006,52.3843751364019
Haarlemmerbuurt Oost,Amsterdam,Buurt,BU03630501,4.89191382140222,52.380422770077
Haarlemmerbuurt West,Amsterdam,Buurt,BU03630502,4.88631189221759,52.3830218292126
Westelijke eilanden,Amsterdam,Buurt,BU03630503,4.88818431901762,52.385844585868504
Planciusbuurt Noord,Amsterdam,Buurt,BU03630505,4.884397048663639,52.38705608574121
Planciusbuurt Zuid,Amsterdam,Buurt,BU03630506,4.88284370490944,52.384955041097896
Jordaan,Amsterdam,Wijk,WK036306,4.88078627002041,52.3748051692204
Driehoekbuurt,Amsterdam,Buurt,BU03630600,4.8837828339029805,52.3813013355307
Bloemgrachtbuurt,Amsterdam,Buurt,BU03630602,4.8802672229595,52.37452722264379
Marnixbuurt Noord,Amsterdam,Buurt,BU03630603,4.8805289146452004,52.38113364344171
Zaagpoortbuurt,Amsterdam,Buurt,BU03630604,4.87754520808767,52.3761033051385
Marnixbuurt Midden,Amsterdam,Buurt,BU03630605,4.875761926900849,52.37299042614001
Elandsgrachtbuurt,Amsterdam,Buurt,BU03630606,4.8800787072534195,52.370959037710506
Passeerdersgrachtbuurt,Amsterdam,Buurt,BU03630607,4.881199036819781,52.367186829014905
Groenmarktkadebuurt,Amsterdam,Buurt,BU03630608,4.876298888939139,52.3703511040458
Marnixbuurt Zuid,Amsterdam,Buurt,BU03630609,4.878754609120421,52.366916848765605
Anjeliersbuurt Noord,Amsterdam,Buurt,BU03630610,4.8836907561136,52.3792638016661
Anjeliersbuurt Zuid,Amsterdam,Buurt,BU03630611,4.88214463880881,52.377158762974396
De Weteringschans,Amsterdam,Wijk,WK036307,4.89242671582867,52.3611704386558
Leidsebuurt Noordwest,Amsterdam,Buurt,BU03630700,4.882623983384179,52.3651924417776
Leidsebuurt Zuidwest,Amsterdam,Buurt,BU03630701,4.88090255790429,52.3643447595292
Leidsebuurt Noordoost,Amsterdam,Buurt,BU03630702,4.88528590977294,52.3633558268658
Leidsebuurt Zuidoost,Amsterdam,Buurt,BU03630703,4.88384283412654,52.362373687233294
Weteringbuurt,Amsterdam,Buurt,BU03630704,4.89177534978027,52.3611378380406
Den Texbuurt,Amsterdam,Buurt,BU03630705,4.89171717666103,52.3593918734176
Utrechtsebuurt Zuid,Amsterdam,Buurt,BU03630706,4.89955014220487,52.3615586846474
Frederikspleinbuurt,Amsterdam,Buurt,BU03630707,4.9002140554915705,52.3596643388534
Weesperbuurt/Plantage,Amsterdam,Wijk,WK036308,4.9111034933872,52.3644990063675
Weesperbuurt,Amsterdam,Buurt,BU03630800,4.90666543958066,52.364251219904006
Sarphatistrook,Amsterdam,Buurt,BU03630801,4.91005353952743,52.3617812157332
Plantage,Amsterdam,Buurt,BU03630803,4.91394490085596,52.366362551676204
Alexanderplein e.o.,Amsterdam,Buurt,BU03630804,4.91929534448222,52.36348713360121
Oostelijke Eilanden/Kadijken,Amsterdam,Wijk,WK036309,4.92195386947019,52.3708610260608
Marine-Etablissement,Amsterdam,Buurt,BU03630900,4.9159125843646505,52.3744059562185
Kattenburg,Amsterdam,Buurt,BU03630901,4.9199411782580995,52.372799202371795
Wittenburg,Amsterdam,Buurt,BU03630902,4.92237588359604,52.3717713848055
Oostenburg,Amsterdam,Buurt,BU03630903,4.92618007212372,52.3706372878303
Czaar Peterbuurt,Amsterdam,Buurt,BU03630904,4.92896348357322,52.3693393648106
Het Funen,Amsterdam,Buurt,BU03630905,4.93046524790999,52.3680294534739
Kazernebuurt,Amsterdam,Buurt,BU03630907,4.92384451465747,52.3655844274782
Kadijken,Amsterdam,Buurt,BU03630908,4.91784397785222,52.368430765253294
Westelijk Havengebied,Amsterdam,Wijk,WK036310,4.80035727293086,52.4097583352501
Coenhaven/Mercuriushaven,Amsterdam,Buurt,BU03631000,4.8672409163738095,52.4022898625268
Alfa-driehoek,Amsterdam,Buurt,BU03631001,4.85214273595705,52.397162485757505
Petroleumhaven,Amsterdam,Buurt,BU03631002,4.843606467220139,52.4120707058091
Westhaven Noord,Amsterdam,Buurt,BU03631003,4.81855890402466,52.40660273480639
Vervoerscentrum,Amsterdam,Buurt,BU03631004,4.841368265127071,52.400098065022
Amerikahaven,Amsterdam,Buurt,BU03631005,4.77970940666585,52.4136090310643
Afrikahaven,Amsterdam,Buurt,BU03631006,4.745072856519291,52.412311846301
Westhaven Zuid,Amsterdam,Buurt,BU03631007,4.82284028817837,52.3933438334297
Bedrijventerrein Sloterdijk,Amsterdam,Wijk,WK036311,4.79558348092493,52.3908740235083
Sloterdijk II,Amsterdam,Buurt,BU03631100,4.82976848493327,52.3915097180863
Sloterdijk III Oost,Amsterdam,Buurt,BU03631102,4.80604585935685,52.3914031584776
Sloterdijk III West,Amsterdam,Buurt,BU03631103,4.7866529215191695,52.394455265405
De Heining,Amsterdam,Buurt,BU03631104,4.764428162304969,52.393915395826504
Teleport,Amsterdam,Buurt,BU03631105,4.8366423780644805,52.3887725525509
Bretten Oost,Amsterdam,Buurt,BU03631107,4.81488835893553,52.3866638507382
Bretten West,Amsterdam,Buurt,BU03631109,4.78089576220372,52.386625495336105
Houthavens,Amsterdam,Wijk,WK036312,4.88429449326141,52.3937070287675
Houthavens West,Amsterdam,Buurt,BU03631200,4.88176111102391,52.3944857763471
Houthavens Oost,Amsterdam,Buurt,BU03631201,4.890899773245129,52.3916825897445
Spaarndammer- en Zeeheldenbuurt,Amsterdam,Wijk,WK036313,4.87219789843124,52.3896687378531
Zeeheldenbuurt,Amsterdam,Buurt,BU03631300,4.88796110959819,52.389331494763
Spaarndammerbuurt Noordoost,Amsterdam,Buurt,BU03631301,4.88191366986964,52.39005111888571
Spaarndammerbuurt Zuidoost,Amsterdam,Buurt,BU03631302,4.882207315627809,52.387836132861096
Spaarndammerbuurt Zuidwest,Amsterdam,Buurt,BU03631303,4.87815821506432,52.3889475015878
Spaarndammerbuurt Midden,Amsterdam,Buurt,BU03631304,4.875796867375691,52.39079849577129
Spaarndammerbuurt Noordwest,Amsterdam,Buurt,BU03631305,4.8722340514009295,52.3921073786095
Westergasfabriek,Amsterdam,Buurt,BU03631306,4.87360208324886,52.3866056341817
Overbraker Binnenpolder,Amsterdam,Buurt,BU03631307,4.86538711509352,52.3905807398719
Staatsliedenbuurt,Amsterdam,Wijk,WK036314,4.87406722981445,52.382340368597795
De Wittenbuurt Noord,Amsterdam,Buurt,BU03631400,4.87991887039736,52.383754984647204
De Wittenbuurt Zuid,Amsterdam,Buurt,BU03631401,4.87642239299429,52.38181666730289
Staatsliedenbuurt Noordoost,Amsterdam,Buurt,BU03631402,4.8774686695349105,52.384793166796705
Fannius Scholtenbuurt,Amsterdam,Buurt,BU03631403,4.873900939869849,52.383606321607104
Westerstaatsman,Amsterdam,Buurt,BU03631404,4.8706301415203095,52.3826646743843
Buyskade e.o.,Amsterdam,Buurt,BU03631405,4.87088340715009,52.3791080277283
Centrale Markt,Amsterdam,Wijk,WK036315,4.86595057017632,52.3802833918094
Ecowijk,Amsterdam,Buurt,BU03631500,4.86871598890588,52.383883325121296
Markthallen,Amsterdam,Buurt,BU03631501,4.8659012082165,52.379003406071796
Bedrijvencentrum Westerkwartier,Amsterdam,Buurt,BU03631502,4.8642981601647195,52.383816208021
Marcanti,Amsterdam,Buurt,BU03631503,4.86707864334061,52.3745597633644
Frederik Hendrikbuurt,Amsterdam,Wijk,WK036316,4.8738823738629,52.3765974113614
Frederik Hendrikbuurt Noord,Amsterdam,Buurt,BU03631600,4.87592850973679,52.3786962799771
Frederik Hendrikbuurt Zuidoost,Amsterdam,Buurt,BU03631601,4.87306749778859,52.3743992261882
Frederik Hendrikbuurt Zuidwest,Amsterdam,Buurt,BU03631602,4.86993438239903,52.3745677824975
Da Costabuurt,Amsterdam,Wijk,WK036317,4.87211971612566,52.3701312011395
Da Costabuurt Noord,Amsterdam,Buurt,BU03631700,4.87212034427065,52.37012711671121
Kinkerbuurt,Amsterdam,Wijk,WK036318,4.86580372602951,52.367713695986204
Bellamybuurt Noord,Amsterdam,Buurt,BU03631800,4.86630883012764,52.3693654056718
Bellamybuurt Zuid,Amsterdam,Buurt,BU03631801,4.86546815679617,52.36660377014611
Van Lennepbuurt,Amsterdam,Wijk,WK036319,4.86777551796126,52.36509309334021
Da Costabuurt Zuid,Amsterdam,Buurt,BU03631900,4.874269598336969,52.3668379415278
Borgerbuurt,Amsterdam,Buurt,BU03631901,4.86733038453279,52.3649409595924
Lootsbuurt,Amsterdam,Buurt,BU03631902,4.86079937842438,52.363276194502
Helmersbuurt,Amsterdam,Wijk,WK036320,4.87177156795153,52.3635019947515
Helmersbuurt Oost,Amsterdam,Buurt,BU03632000,4.8765097110469,52.3648238622996
WG-terrein,Amsterdam,Buurt,BU03632001,4.8709367944943605,52.3632085470771
Cremerbuurt Oost,Amsterdam,Buurt,BU03632002,4.86606082454205,52.3620713124714
Overtoomse Sluis,Amsterdam,Wijk,WK036321,4.860159860208509,52.359737313558995
Cremerbuurt West,Amsterdam,Buurt,BU03632100,4.86038471521216,52.3604923936895
Vondelparkbuurt West,Amsterdam,Buurt,BU03632101,4.85970609724057,52.3582205173633
Vondelbuurt,Amsterdam,Wijk,WK036322,4.87448373914128,52.36158206458121
Vondelparkbuurt Oost,Amsterdam,Buurt,BU03632200,4.87783338286384,52.362254239706495
Vondelparkbuurt Midden,Amsterdam,Buurt,BU03632201,4.86962825362577,52.3606202505863
Zuidas,Amsterdam,Wijk,WK036323,4.87387499654628,52.3381878044662
Zuidas Noord,Amsterdam,Buurt,BU03632300,4.86996433249067,52.33997895781421
RAI,Amsterdam,Buurt,BU03632301,4.88864969473208,52.340585877289
VU-kwartier,Amsterdam,Buurt,BU03632302,4.86346481931944,52.334877749902894
Zuidas Zuid,Amsterdam,Buurt,BU03632303,4.8731745779933,52.33657709268311
Vivaldi,Amsterdam,Buurt,BU03632304,4.883266980825059,52.3364886270303
Oude Pijp,Amsterdam,Wijk,WK036324,4.89464612825605,52.356053777768295
Hemonybuurt,Amsterdam,Buurt,BU03632400,4.90264616732658,52.3570885823998
Gerard Doubuurt,Amsterdam,Buurt,BU03632401,4.89371809014859,52.3571435040732
Frans Halsbuurt,Amsterdam,Buurt,BU03632402,4.88848788986938,52.357318134563506
Hercules Seghersbuurt,Amsterdam,Buurt,BU03632403,4.8886275821457,52.3537960104401
Sarphatiparkbuurt,Amsterdam,Buurt,BU03632404,4.895683645565571,52.3550747747921
Nieuwe Pijp,Amsterdam,Wijk,WK036325,4.8960203177585395,52.351907143479096
Willibrordusbuurt,Amsterdam,Buurt,BU03632500,4.90472892705646,52.3541467218293
Van der Helstpleinbuurt,Amsterdam,Buurt,BU03632501,4.89885153440241,52.35288150088329
Lizzy Ansinghbuurt,Amsterdam,Buurt,BU03632502,4.89316591030098,52.350546160557606
Cornelis Troostbuurt,Amsterdam,Buurt,BU03632503,4.88901074604267,52.350403029327005
Zuid Pijp,Amsterdam,Wijk,WK036326,4.902445331778809,52.3505193253654
Diamantbuurt,Amsterdam,Buurt,BU03632600,4.90683942580399,52.351120757993094
Burgemeester Tellegenbuurt Oost,Amsterdam,Buurt,BU03632601,4.90109107954285,52.3503796864168
Burgemeester Tellegenbuurt West,Amsterdam,Buurt,BU03632602,4.8968714482857,52.3497028159619
Weesperzijde,Amsterdam,Wijk,WK036327,4.9105647574461395,52.3543307058754
Swammerdambuurt,Amsterdam,Buurt,BU03632700,4.90766986589857,52.357818554812795
Weesperzijde Midden/Zuid,Amsterdam,Buurt,BU03632701,4.91139407710285,52.352393960205404
Parooldriehoek,Amsterdam,Buurt,BU03632702,4.91362534856298,52.3538544446156
Oosterparkbuurt,Amsterdam,Wijk,WK036328,4.91767586408409,52.3589907045373
Oosterparkbuurt Noordwest,Amsterdam,Buurt,BU03632800,4.91289431889238,52.359141786619396
Oosterpark,Amsterdam,Buurt,BU03632801,4.92017472566738,52.3608786093285
Oosterparkbuurt Zuidoost,Amsterdam,Buurt,BU03632802,4.922070824829441,52.3578802647461
Oosterparkbuurt Zuidwest,Amsterdam,Buurt,BU03632803,4.9154581500243095,52.356197596659406
Dapperbuurt,Amsterdam,Wijk,WK036329,4.92903634347289,52.3611523473738
Dapperbuurt Noord,Amsterdam,Buurt,BU03632900,4.92744515571753,52.3644184980836
Dapperbuurt Zuid,Amsterdam,Buurt,BU03632901,4.927865959478081,52.360920081935994
Oostpoort,Amsterdam,Buurt,BU03632902,4.9313910155341905,52.358328037441304
Transvaalbuurt,Amsterdam,Wijk,WK036330,4.92085241581416,52.3540582709649
Transvaalbuurt West,Amsterdam,Buurt,BU03633000,4.917701918923201,52.35278782773501
Transvaalbuurt Oost,Amsterdam,Buurt,BU03633001,4.9236923171467595,52.3551998241768
Indische Buurt West,Amsterdam,Wijk,WK036331,4.936054933063451,52.362562223256795
Noordwestkwadrant Indische buurt Noord,Amsterdam,Buurt,BU03633100,4.935453411874669,52.3651050694202
Noordwestkwadrant Indische buurt Zuid,Amsterdam,Buurt,BU03633101,4.93561138649818,52.362491150329504
Zuidwestkwadrant Indische buurt,Amsterdam,Buurt,BU03633102,4.93713018554273,52.359815027213
Indische Buurt Oost,Amsterdam,Wijk,WK036332,4.94980416242105,52.362408488293
Noordoostkwadrant Indische buurt,Amsterdam,Buurt,BU03633200,4.9433194793336,52.364420803400705
Zuidoostkwadrant Indische buurt,Amsterdam,Buurt,BU03633201,4.942913797256,52.360368649280204
Zeeburgerdijk Oost,Amsterdam,Buurt,BU03633202,4.95261879438952,52.366444874109796
Flevopark,Amsterdam,Buurt,BU03633203,4.95287981734765,52.3614066002745
Oostelijk Havengebied,Amsterdam,Wijk,WK036333,4.93936670232522,52.3755886612565
Oostelijke Handelskade,Amsterdam,Buurt,BU03633300,4.91996171149707,52.3770720906969
Rietlanden,Amsterdam,Buurt,BU03633301,4.93387234638284,52.37390243075949
Java-eiland,Amsterdam,Buurt,BU03633302,4.92845109814682,52.379341045207006
KNSM-eiland,Amsterdam,Buurt,BU03633303,4.94714227414676,52.379279366370895
Sporenburg,Amsterdam,Buurt,BU03633304,4.94712182485724,52.3742151250124
Borneo,Amsterdam,Buurt,BU03633305,4.94618735988289,52.37153133742311
Entrepot-Noordwest,Amsterdam,Buurt,BU03633306,4.93535453521191,52.3695079273092
Architectenbuurt,Amsterdam,Buurt,BU03633307,4.94245711814138,52.3687004031183
Bedrijvengebied Veelaan,Amsterdam,Buurt,BU03633308,4.93681668930761,52.36790276054279
Bedrijvengebied Cruquiusweg,Amsterdam,Buurt,BU03633309,4.951871876914709,52.3695661044265
Bedrijvengebied Zeeburgerkade,Amsterdam,Buurt,BU03633310,4.9417270110673,52.3669838309326
Zeeburgereiland/Nieuwe Diep,Amsterdam,Wijk,WK036334,4.9737780443182,52.361604030501795
Zeeburgereiland Noordwest,Amsterdam,Buurt,BU03633400,4.95942610357855,52.3761666091636
Zeeburgereiland Zuidoost,Amsterdam,Buurt,BU03633402,4.96816748690597,52.368094521753996
Zeeburgereiland Zuidwest,Amsterdam,Buurt,BU03633403,4.95921130592104,52.36966725759051
Nieuwe Diep/Diemerpark,Amsterdam,Buurt,BU03633404,4.982293700645321,52.3531638419005
RI Oost terrein,Amsterdam,Buurt,BU03633405,4.9666008048458705,52.3732372511115
Zeeburgereiland Noordoost,Amsterdam,Buurt,BU03633406,4.97330970739501,52.36978771718929
IJburg West,Amsterdam,Wijk,WK036335,4.99113571349889,52.358268293657204
Steigereiland Noord,Amsterdam,Buurt,BU03633500,4.9859200321756605,52.3631873650189
Steigereiland Zuid,Amsterdam,Buurt,BU03633501,4.9796467004353495,52.36149412276939
Haveneiland Zuidwest/Rieteiland West,Amsterdam,Buurt,BU03633502,4.99315717375905,52.355042773361596
Haveneiland Noordwest,Amsterdam,Buurt,BU03633504,4.9919583851807,52.359449925626706
Haveneiland Noordoost,Amsterdam,Buurt,BU03633505,4.99875920717323,52.355954511638004
Sloterdijk,Amsterdam,Wijk,WK036336,4.852500385036531,52.389898302401704
Woon- en Groengebied Sloterdijk,Amsterdam,Buurt,BU03633600,4.85431783960872,52.387105124247704
Bedrijventerrein Sloterdijk I,Amsterdam,Buurt,BU03633601,4.85110115071887,52.3920782313593
Landlust,Amsterdam,Wijk,WK036337,4.854571379680969,52.3807313806271
Bedrijventerrein Landlust,Amsterdam,Buurt,BU03633700,4.85953190340356,52.3830668395111
Bosleeuw,Amsterdam,Buurt,BU03633702,4.848227792602549,52.3811913018597
Landlust Zuid,Amsterdam,Buurt,BU03633703,4.86071251215293,52.37739637318111
Erasmusparkbuurt Oost,Amsterdam,Buurt,BU03633704,4.8564213820398,52.3768255936382
Gibraltarbuurt,Amsterdam,Buurt,BU03633705,4.85294680495805,52.38365091811271
Landlust Noord,Amsterdam,Buurt,BU03633706,4.85765351338648,52.380780414796604
Erasmuspark,Amsterdam,Wijk,WK036338,4.8510431170151795,52.3761507267236
Erasmusparkbuurt West,Amsterdam,Buurt,BU03633802,4.85173781923453,52.3765900128615
Robert Scottbuurt Oost,Amsterdam,Buurt,BU03633803,4.84766482969733,52.37401696791329
De Kolenkit,Amsterdam,Wijk,WK036339,4.841542322226321,52.377790760461295
Robert Scottbuurt West,Amsterdam,Buurt,BU03633900,4.8446713997284405,52.37481844852489
Laan van Spartaan,Amsterdam,Buurt,BU03633901,4.83922709009637,52.374238090786896
Kolenkitbuurt Zuid,Amsterdam,Buurt,BU03633902,4.8403743160069,52.377113323815095
Kolenkitbuurt Noord,Amsterdam,Buurt,BU03633903,4.84176859182297,52.3815229151379
Geuzenbuurt,Amsterdam,Wijk,WK036340,4.86147268472347,52.372930499103404
Geuzenhofbuurt,Amsterdam,Buurt,BU03634000,4.864781084482121,52.3727484087395
Trompbuurt,Amsterdam,Buurt,BU03634001,4.86134155164316,52.3730833367653
Pieter van der Doesbuurt,Amsterdam,Buurt,BU03634002,4.85755130208631,52.372909404232
Van Galenbuurt,Amsterdam,Wijk,WK036341,4.84971342735697,52.3715485705502
John Franklinbuurt,Amsterdam,Buurt,BU03634100,4.8545776442643795,52.372431047576704
Jan Maijenbuurt,Amsterdam,Buurt,BU03634101,4.85130932691228,52.3717107076861
Orteliusbuurt Noord,Amsterdam,Buurt,BU03634102,4.84860757901066,52.3712413979844
Mercatorpark,Amsterdam,Buurt,BU03634103,4.84519003878429,52.37089774968571
Hoofdweg e.o.,Amsterdam,Wijk,WK036342,4.853509738731519,52.367108798106
Balboaplein e.o.,Amsterdam,Buurt,BU03634200,4.854070469377669,52.3693419544571
Columbusplein e.o.,Amsterdam,Buurt,BU03634201,4.85542401412565,52.3659920711905
Orteliusbuurt Midden,Amsterdam,Buurt,BU03634202,4.850349864297759,52.3683067265094
Orteliusbuurt Zuid,Amsterdam,Buurt,BU03634203,4.851475723454111,52.3650825193181
Westindische Buurt,Amsterdam,Wijk,WK036343,4.85337926032339,52.3610398900463
Paramariboplein e.o.,Amsterdam,Buurt,BU03634300,4.85552746517195,52.361560432099296
Postjeskade e.o.,Amsterdam,Buurt,BU03634301,4.85127120683526,52.360517088894504
Hoofddorppleinbuurt,Amsterdam,Wijk,WK036344,4.847688982115691,52.3485784970955
Surinamepleinbuurt,Amsterdam,Buurt,BU03634400,4.85223199780775,52.35647317550921
Westlandgrachtbuurt,Amsterdam,Buurt,BU03634401,4.84787655215946,52.35399995966021
Aalsmeerwegbuurt West,Amsterdam,Buurt,BU03634402,4.84722213101334,52.3496657061376
Aalsmeerwegbuurt Oost,Amsterdam,Buurt,BU03634403,4.84933614565615,52.348491358915396
Legmeerpleinbuurt,Amsterdam,Buurt,BU03634404,4.85168816161228,52.353073310982296
Bedrijventerrein Schinkel,Amsterdam,Buurt,BU03634405,4.84533959559226,52.3428665929931
Schinkelbuurt,Amsterdam,Wijk,WK036345,4.853760275211219,52.34946542829479
Schinkelbuurt Noord,Amsterdam,Buurt,BU03634500,4.854474937619889,52.3531829479183
Schinkelbuurt Zuid,Amsterdam,Buurt,BU03634501,4.85341349401395,52.3477678956458
Willemspark,Amsterdam,Wijk,WK036346,4.86232310174548,52.35409261561111
Valeriusbuurt Oost,Amsterdam,Buurt,BU03634600,4.8671527207999405,52.3528365494879
Valeriusbuurt West,Amsterdam,Buurt,BU03634601,4.86137530928401,52.351358110307395
Willemsparkbuurt Noord,Amsterdam,Buurt,BU03634602,4.86121208370616,52.3539504826118
Vondelpark West,Amsterdam,Buurt,BU03634603,4.86134797357622,52.356370548777896
Museumkwartier,Amsterdam,Wijk,WK036347,4.878003611369969,52.3562199669302
Johannnes Vermeerbuurt,Amsterdam,Buurt,BU03634700,4.88404396360991,52.3560838621946
P.C. Hooftbuurt,Amsterdam,Buurt,BU03634701,4.8810955610305395,52.360093936024505
Concertgebouwbuurt,Amsterdam,Buurt,BU03634702,4.8768992756395795,52.357311085011304
Cornelis Schuytbuurt,Amsterdam,Buurt,BU03634703,4.87180662329986,52.355619297751595
Banpleinbuurt,Amsterdam,Buurt,BU03634704,4.87445016418413,52.353013744701
Hondecoeterbuurt,Amsterdam,Buurt,BU03634705,4.879298859484,52.3536273144977
Harmoniehofbuurt,Amsterdam,Buurt,BU03634706,4.8837321057888206,52.3511654491088
Museumplein,Amsterdam,Buurt,BU03634707,4.88293479377488,52.358568512192704
Vondelpark Oost,Amsterdam,Buurt,BU03634708,4.8719178730954,52.3590858564877
Duivelseiland,Amsterdam,Buurt,BU03634709,4.88472737613239,52.3533785085472
Stadionbuurt,Amsterdam,Wijk,WK036348,4.857929762715361,52.3444894782546
Bertelmanpleinbuurt,Amsterdam,Buurt,BU03634800,4.85914843876263,52.3491932800655
Marathonbuurt Oost,Amsterdam,Buurt,BU03634801,4.86470191742379,52.3485516960768
Marathonbuurt West,Amsterdam,Buurt,BU03634802,4.8608639288230995,52.3467740369991
Olympisch Stadion e.o.,Amsterdam,Buurt,BU03634803,4.8549969716183,52.3444872806487
IJsbaanpad e.o.,Amsterdam,Buurt,BU03634804,4.85175568112006,52.3405689418338
Van Tuyllbuurt,Amsterdam,Buurt,BU03634805,4.862805399029691,52.3443466516839
Apollobuurt,Amsterdam,Wijk,WK036349,4.875915323981911,52.348029370243204
Diepenbrockbuurt,Amsterdam,Buurt,BU03634900,4.882233280978481,52.346524033714
Beethovenbuurt,Amsterdam,Buurt,BU03634901,4.88025605272412,52.3490418603168
